country,country_code,year,co2_pc,country_code_iso3
Europe (excl. EU-27),,1801,0.48715878,
Europe (excl. EU-27),,1802,0.4804832,
Europe (excl. EU-27),,1803,0.44578078,
Europe (excl. EU-27),,1804,0.43774664,
Europe (excl. EU-27),,1805,0.4604876,
Europe (excl. EU-27),,1806,0.48482764,
Europe (excl. EU-27),,1807,0.510016,
Europe (excl. EU-27),,1808,0.5263848,
Europe (excl. EU-27),,1809,0.53804123,
Europe (excl. EU-27),,1810,0.54745096,
Europe (excl. EU-27),,1811,0.55454993,
Europe (excl. EU-27),,1812,0.5576402,
Europe (excl. EU-27),,1813,0.55972695,
Europe (excl. EU-27),,1814,0.5642654,
Europe (excl. EU-27),,1815,0.56837416,
Europe (excl. EU-27),,1816,0.5633356,
Europe (excl. EU-27),,1817,0.58972436,
Europe (excl. EU-27),,1818,0.60774183,
Europe (excl. EU-27),,1819,0.59236735,
Europe (excl. EU-27),,1820,0.57125103,
Europe (excl. EU-27),,1821,0.5797297,
Europe (excl. EU-27),,1822,0.59467703,
Europe (excl. EU-27),,1823,0.6106799,
Europe (excl. EU-27),,1824,0.6244061,
Europe (excl. EU-27),,1825,0.6372988,
Europe (excl. EU-27),,1826,0.63846225,
Europe (excl. EU-27),,1827,0.65721315,
Europe (excl. EU-27),,1828,0.65838724,
Europe (excl. EU-27),,1829,0.659981,
Europe (excl. EU-27),,1830,0.83172965,
Europe (excl. EU-27),,1831,0.7845997,
Europe (excl. EU-27),,1832,0.7540462,
Europe (excl. EU-27),,1833,0.7397023,
Europe (excl. EU-27),,1834,0.77872217,
Europe (excl. EU-27),,1835,0.8468548,
Europe (excl. EU-27),,1836,0.91300064,
Europe (excl. EU-27),,1837,0.86692584,
Europe (excl. EU-27),,1838,0.8403405,
Europe (excl. EU-27),,1839,0.85792786,
Europe (excl. EU-27),,1840,0.9071936,
Europe (excl. EU-27),,1841,0.90655,
Europe (excl. EU-27),,1842,0.9430234,
Europe (excl. EU-27),,1843,0.97378665,
Europe (excl. EU-27),,1844,1.0261785,
Europe (excl. EU-27),,1845,1.082885,
Europe (excl. EU-27),,1846,1.0295595,
Europe (excl. EU-27),,1847,1.0904757,
Europe (excl. EU-27),,1848,1.1595709,
Europe (excl. EU-27),,1849,1.2396235,
Europe (excl. EU-27),,1850,1.2843722,
Europe (excl. EU-27),,1851,1.212272,
Europe (excl. EU-27),,1852,1.1987027,
Europe (excl. EU-27),,1853,1.1827958,
Europe (excl. EU-27),,1854,1.4143779,
Europe (excl. EU-27),,1855,1.3171858,
Europe (excl. EU-27),,1856,1.4033713,
Europe (excl. EU-27),,1857,1.3673378,
Europe (excl. EU-27),,1858,1.3345964,
Europe (excl. EU-27),,1859,1.4703125,
Europe (excl. EU-27),,1860,1.6371653,
Europe (excl. EU-27),,1861,1.6953503,
Europe (excl. EU-27),,1862,1.6271952,
Europe (excl. EU-27),,1863,1.7150291,
Europe (excl. EU-27),,1864,1.8312835,
Europe (excl. EU-27),,1865,1.9238399,
Europe (excl. EU-27),,1866,1.9798328,
Europe (excl. EU-27),,1867,2.0182846,
Europe (excl. EU-27),,1868,1.9604281,
Europe (excl. EU-27),,1869,2.04359,
Europe (excl. EU-27),,1870,2.0724092,
Europe (excl. EU-27),,1871,2.1862485,
Europe (excl. EU-27),,1872,2.2825158,
Europe (excl. EU-27),,1873,2.3426929,
Europe (excl. EU-27),,1874,2.2658641,
Europe (excl. EU-27),,1875,2.376016,
Europe (excl. EU-27),,1876,2.3632908,
Europe (excl. EU-27),,1877,2.3856978,
Europe (excl. EU-27),,1878,2.3407261,
Europe (excl. EU-27),,1879,2.336581,
Europe (excl. EU-27),,1880,2.5310373,
Europe (excl. EU-27),,1881,2.6355927,
Europe (excl. EU-27),,1882,2.641262,
Europe (excl. EU-27),,1883,2.7359617,
Europe (excl. EU-27),,1884,2.647102,
Europe (excl. EU-27),,1885,2.6076405,
Europe (excl. EU-27),,1886,2.566113,
Europe (excl. EU-27),,1887,2.6134193,
Europe (excl. EU-27),,1888,2.69528,
Europe (excl. EU-27),,1889,2.7755764,
Europe (excl. EU-27),,1890,2.8317811,
Europe (excl. EU-27),,1891,2.8855875,
Europe (excl. EU-27),,1892,2.8154032,
Europe (excl. EU-27),,1893,2.5523918,
Europe (excl. EU-27),,1894,2.8706827,
Europe (excl. EU-27),,1895,2.9050412,
Europe (excl. EU-27),,1896,2.9591696,
Europe (excl. EU-27),,1897,3.044639,
Europe (excl. EU-27),,1898,3.0616064,
Europe (excl. EU-27),,1899,3.2827346,
Europe (excl. EU-27),,1900,3.3430536,
Europe (excl. EU-27),,1901,3.2585878,
Europe (excl. EU-27),,1902,3.322273,
Europe (excl. EU-27),,1903,3.3080835,
Europe (excl. EU-27),,1904,3.3378441,
Europe (excl. EU-27),,1905,3.298596,
Europe (excl. EU-27),,1906,3.4296527,
Europe (excl. EU-27),,1907,3.5905375,
Europe (excl. EU-27),,1908,3.4940526,
Europe (excl. EU-27),,1909,3.516961,
Europe (excl. EU-27),,1910,3.4984074,
Europe (excl. EU-27),,1911,3.5664697,
Europe (excl. EU-27),,1912,3.4571133,
Europe (excl. EU-27),,1913,3.7509668,
Europe (excl. EU-27),,1914,3.5529068,
Europe (excl. EU-27),,1915,3.5245173,
Europe (excl. EU-27),,1916,3.6285422,
Europe (excl. EU-27),,1917,3.4835002,
Europe (excl. EU-27),,1918,2.9659092,
Europe (excl. EU-27),,1919,2.8640754,
Europe (excl. EU-27),,1920,2.9871013,
Europe (excl. EU-27),,1921,2.1111429,
Europe (excl. EU-27),,1922,2.7739027,
Europe (excl. EU-27),,1923,2.9379764,
Europe (excl. EU-27),,1924,3.087653,
Europe (excl. EU-27),,1925,2.9176352,
Europe (excl. EU-27),,1926,1.9014775,
Europe (excl. EU-27),,1927,3.2042975,
Europe (excl. EU-27),,1928,3.0916038,
Europe (excl. EU-27),,1929,3.2527297,
Europe (excl. EU-27),,1930,3.3126118,
Europe (excl. EU-27),,1931,3.2674627,
Europe (excl. EU-27),,1932,3.2619302,
Europe (excl. EU-27),,1933,3.3303525,
Europe (excl. EU-27),,1934,3.6944795,
Europe (excl. EU-27),,1935,3.8612761,
Europe (excl. EU-27),,1936,4.1697316,
Europe (excl. EU-27),,1937,4.2617855,
Europe (excl. EU-27),,1938,4.212797,
Europe (excl. EU-27),,1939,4.2256002,
Europe (excl. EU-27),,1940,4.615304,
Europe (excl. EU-27),,1941,4.279784,
Europe (excl. EU-27),,1942,3.407723,
Europe (excl. EU-27),,1943,3.4131715,
Europe (excl. EU-27),,1944,3.809807,
Europe (excl. EU-27),,1945,3.6867487,
Europe (excl. EU-27),,1946,3.9455452,
Europe (excl. EU-27),,1947,4.3959346,
Europe (excl. EU-27),,1948,4.581101,
Europe (excl. EU-27),,1949,4.8431664,
Europe (excl. EU-27),,1950,4.9962626,
Europe (excl. EU-27),,1951,5.364463,
Europe (excl. EU-27),,1952,5.42326,
Europe (excl. EU-27),,1953,5.575919,
Europe (excl. EU-27),,1954,5.8632627,
Europe (excl. EU-27),,1955,6.3517914,
Europe (excl. EU-27),,1956,6.641713,
Europe (excl. EU-27),,1957,6.9234343,
Europe (excl. EU-27),,1958,7.052045,
Europe (excl. EU-27),,1959,7.17204,
Europe (excl. EU-27),,1960,7.453939,
Europe (excl. EU-27),,1961,7.5402317,
Europe (excl. EU-27),,1962,7.733338,
Europe (excl. EU-27),,1963,8.09369,
Europe (excl. EU-27),,1964,8.392707,
Europe (excl. EU-27),,1965,8.736246,
Europe (excl. EU-27),,1966,9.006237,
Europe (excl. EU-27),,1967,9.134638,
Europe (excl. EU-27),,1968,9.340003,
Europe (excl. EU-27),,1969,9.655303,
Europe (excl. EU-27),,1970,10.125058,
Europe (excl. EU-27),,1971,10.560274,
Europe (excl. EU-27),,1972,10.853213,
Europe (excl. EU-27),,1973,11.221722,
Europe (excl. EU-27),,1974,11.295713,
Europe (excl. EU-27),,1975,11.635112,
Europe (excl. EU-27),,1976,11.924547,
Europe (excl. EU-27),,1977,12.196967,
Europe (excl. EU-27),,1978,12.492575,
Europe (excl. EU-27),,1979,12.675456,
Europe (excl. EU-27),,1980,12.751329,
Europe (excl. EU-27),,1981,12.456127,
Europe (excl. EU-27),,1982,12.504385,
Europe (excl. EU-27),,1983,12.601647,
Europe (excl. EU-27),,1984,12.578012,
Europe (excl. EU-27),,1985,13.404376,
Europe (excl. EU-27),,1986,13.415995,
Europe (excl. EU-27),,1987,13.285956,
Europe (excl. EU-27),,1988,13.472272,
Europe (excl. EU-27),,1989,13.166073,
Europe (excl. EU-27),,1990,13.683982,
Europe (excl. EU-27),,1991,12.878669,
Europe (excl. EU-27),,1992,11.1920805,
Europe (excl. EU-27),,1993,10.505884,
Europe (excl. EU-27),,1994,9.38869,
Europe (excl. EU-27),,1995,9.163463,
Europe (excl. EU-27),,1996,9.057339,
Europe (excl. EU-27),,1997,8.6106205,
Europe (excl. EU-27),,1998,8.572781,
Europe (excl. EU-27),,1999,8.501482,
Europe (excl. EU-27),,2000,8.483817,
Europe (excl. EU-27),,2001,8.743704,
Europe (excl. EU-27),,2002,8.643008,
Europe (excl. EU-27),,2003,8.860955,
Europe (excl. EU-27),,2004,8.953257,
Europe (excl. EU-27),,2005,9.030971,
Europe (excl. EU-27),,2006,9.327996,
Europe (excl. EU-27),,2007,9.3109255,
Europe (excl. EU-27),,2008,9.341056,
Europe (excl. EU-27),,2009,8.598825,
Europe (excl. EU-27),,2010,9.0271435,
Europe (excl. EU-27),,2011,9.096335,
Europe (excl. EU-27),,2012,9.155271,
Europe (excl. EU-27),,2013,8.881309,
Europe (excl. EU-27),,2014,8.552544,
Europe (excl. EU-27),,2015,8.361843,
Europe (excl. EU-27),,2016,8.290504,
Europe (excl. EU-27),,2017,8.306985,
Europe (excl. EU-27),,2018,8.46394,
Europe (excl. EU-27),,2019,8.355522,
Europe (excl. EU-27),,2020,7.924384,
Europe (excl. EU-27),,2021,8.162552,
Europe (excl. EU-27),,2022,7.893341,
Europe (excl. EU-27),,2023,8.117344,
Europe (excl. EU-27),,2024,8.29681,
Europe (excl. EU-28),,1750,0.0,
Europe (excl. EU-28),,1760,0.0,
Europe (excl. EU-28),,1770,0.0,
Europe (excl. EU-28),,1780,0.0,
Europe (excl. EU-28),,1790,0.0,
Europe (excl. EU-28),,1800,0.0,
Europe (excl. EU-28),,1801,0.0,
Europe (excl. EU-28),,1802,0.0,
Europe (excl. EU-28),,1803,0.0,
Europe (excl. EU-28),,1804,0.0,
Europe (excl. EU-28),,1805,0.0,
Europe (excl. EU-28),,1806,0.0,
Europe (excl. EU-28),,1807,0.0,
Europe (excl. EU-28),,1808,0.0,
Europe (excl. EU-28),,1809,0.0,
Europe (excl. EU-28),,1810,0.0,
Europe (excl. EU-28),,1811,0.0,
Europe (excl. EU-28),,1812,0.0,
Europe (excl. EU-28),,1813,0.0,
Europe (excl. EU-28),,1814,0.0,
Europe (excl. EU-28),,1815,0.0,
Europe (excl. EU-28),,1816,0.0,
Europe (excl. EU-28),,1817,0.0,
Europe (excl. EU-28),,1818,0.0,
Europe (excl. EU-28),,1819,0.0,
Europe (excl. EU-28),,1820,0.0,
Europe (excl. EU-28),,1821,0.0,
Europe (excl. EU-28),,1822,0.0,
Europe (excl. EU-28),,1823,0.0,
Europe (excl. EU-28),,1824,0.0,
Europe (excl. EU-28),,1825,0.0,
Europe (excl. EU-28),,1826,0.0,
Europe (excl. EU-28),,1827,0.0,
Europe (excl. EU-28),,1828,0.0,
Europe (excl. EU-28),,1829,0.00019329472,
Europe (excl. EU-28),,1830,0.0003973299,
Europe (excl. EU-28),,1831,0.0003840421,
Europe (excl. EU-28),,1832,0.00021198584,
Europe (excl. EU-28),,1833,0.00026270753,
Europe (excl. EU-28),,1834,0.0,
Europe (excl. EU-28),,1835,0.00024483947,
Europe (excl. EU-28),,1836,0.00030343208,
Europe (excl. EU-28),,1837,0.00042116994,
Europe (excl. EU-28),,1838,0.000835128,
Europe (excl. EU-28),,1839,0.0006505394,
Europe (excl. EU-28),,1840,0.00070352823,
Europe (excl. EU-28),,1841,0.00093000196,
Europe (excl. EU-28),,1842,0.0011524474,
Europe (excl. EU-28),,1843,0.0009710865,
Europe (excl. EU-28),,1844,0.0010192891,
Europe (excl. EU-28),,1845,0.0015156628,
Europe (excl. EU-28),,1846,0.0015025005,
Europe (excl. EU-28),,1847,0.0015446106,
Europe (excl. EU-28),,1848,0.0019686643,
Europe (excl. EU-28),,1849,0.0015720647,
Europe (excl. EU-28),,1850,0.0034473205,
Europe (excl. EU-28),,1851,0.0021841358,
Europe (excl. EU-28),,1852,0.0021652067,
Europe (excl. EU-28),,1853,0.0023558217,
Europe (excl. EU-28),,1854,0.003321405,
Europe (excl. EU-28),,1855,0.007681613,
Europe (excl. EU-28),,1856,0.0042328886,
Europe (excl. EU-28),,1857,0.0041960604,
Europe (excl. EU-28),,1858,0.01124461,
Europe (excl. EU-28),,1859,0.013072007,
Europe (excl. EU-28),,1860,0.016255515,
Europe (excl. EU-28),,1861,0.021056412,
Europe (excl. EU-28),,1862,0.019741692,
Europe (excl. EU-28),,1863,0.019880485,
Europe (excl. EU-28),,1864,0.023647003,
Europe (excl. EU-28),,1865,0.024514413,
Europe (excl. EU-28),,1866,0.045093525,
Europe (excl. EU-28),,1867,0.05011113,
Europe (excl. EU-28),,1868,0.045435023,
Europe (excl. EU-28),,1869,0.053558256,
Europe (excl. EU-28),,1870,0.059091624,
Europe (excl. EU-28),,1871,0.07497404,
Europe (excl. EU-28),,1872,0.07826587,
Europe (excl. EU-28),,1873,0.07383445,
Europe (excl. EU-28),,1874,0.085042864,
Europe (excl. EU-28),,1875,0.09723723,
Europe (excl. EU-28),,1876,0.114257105,
Europe (excl. EU-28),,1877,0.1177561,
Europe (excl. EU-28),,1878,0.14099918,
Europe (excl. EU-28),,1879,0.14433154,
Europe (excl. EU-28),,1880,0.16644858,
Europe (excl. EU-28),,1881,0.1713329,
Europe (excl. EU-28),,1882,0.18033019,
Europe (excl. EU-28),,1883,0.20185834,
Europe (excl. EU-28),,1884,0.20349553,
Europe (excl. EU-28),,1885,0.21977599,
Europe (excl. EU-28),,1886,0.22211118,
Europe (excl. EU-28),,1887,0.23172866,
Europe (excl. EU-28),,1888,0.24103141,
Europe (excl. EU-28),,1889,0.25975022,
Europe (excl. EU-28),,1890,0.28754166,
Europe (excl. EU-28),,1891,0.31867993,
Europe (excl. EU-28),,1892,0.3307245,
Europe (excl. EU-28),,1893,0.36828446,
Europe (excl. EU-28),,1894,0.38328978,
Europe (excl. EU-28),,1895,0.43049696,
Europe (excl. EU-28),,1896,0.43737173,
Europe (excl. EU-28),,1897,0.49354437,
Europe (excl. EU-28),,1898,0.54309106,
Europe (excl. EU-28),,1899,0.6216591,
Europe (excl. EU-28),,1900,0.69317484,
Europe (excl. EU-28),,1901,0.6960263,
Europe (excl. EU-28),,1902,0.6723584,
Europe (excl. EU-28),,1903,0.657963,
Europe (excl. EU-28),,1904,0.71675825,
Europe (excl. EU-28),,1905,0.6471128,
Europe (excl. EU-28),,1906,0.72513103,
Europe (excl. EU-28),,1907,0.80671865,
Europe (excl. EU-28),,1908,0.81215817,
Europe (excl. EU-28),,1909,0.8435187,
Europe (excl. EU-28),,1910,0.82096195,
Europe (excl. EU-28),,1911,0.8479251,
Europe (excl. EU-28),,1912,0.942405,
Europe (excl. EU-28),,1913,1.0224162,
Europe (excl. EU-28),,1914,0.90527266,
Europe (excl. EU-28),,1915,0.8443197,
Europe (excl. EU-28),,1916,0.874405,
Europe (excl. EU-28),,1917,0.7535572,
Europe (excl. EU-28),,1918,0.34837,
Europe (excl. EU-28),,1919,0.32074633,
Europe (excl. EU-28),,1920,0.32396564,
Europe (excl. EU-28),,1921,0.303283,
Europe (excl. EU-28),,1922,0.39534247,
Europe (excl. EU-28),,1923,0.4360936,
Europe (excl. EU-28),,1924,0.49189374,
Europe (excl. EU-28),,1925,0.4877832,
Europe (excl. EU-28),,1926,0.62180465,
Europe (excl. EU-28),,1927,0.762346,
Europe (excl. EU-28),,1928,0.8271831,
Europe (excl. EU-28),,1929,0.89092374,
Europe (excl. EU-28),,1930,1.1171144,
Europe (excl. EU-28),,1931,1.2897792,
Europe (excl. EU-28),,1932,1.41913,
Europe (excl. EU-28),,1933,1.5476665,
Europe (excl. EU-28),,1934,1.8237839,
Europe (excl. EU-28),,1935,2.0266335,
Europe (excl. EU-28),,1936,2.285565,
Europe (excl. EU-28),,1937,2.329511,
Europe (excl. EU-28),,1938,2.4148867,
Europe (excl. EU-28),,1939,2.4446576,
Europe (excl. EU-28),,1940,2.811591,
Europe (excl. EU-28),,1941,2.3965306,
Europe (excl. EU-28),,1942,1.3216058,
Europe (excl. EU-28),,1943,1.3701128,
Europe (excl. EU-28),,1944,1.9147545,
Europe (excl. EU-28),,1945,2.0032363,
Europe (excl. EU-28),,1946,2.2910209,
Europe (excl. EU-28),,1947,2.7705915,
Europe (excl. EU-28),,1948,2.9217086,
Europe (excl. EU-28),,1949,3.259165,
Europe (excl. EU-28),,1950,3.5402834,
Europe (excl. EU-28),,1951,3.7842119,
Europe (excl. EU-28),,1952,3.979234,
Europe (excl. EU-28),,1953,4.1367793,
Europe (excl. EU-28),,1954,4.461413,
Europe (excl. EU-28),,1955,4.982747,
Europe (excl. EU-28),,1956,5.393727,
Europe (excl. EU-28),,1957,5.7990594,
Europe (excl. EU-28),,1958,6.0643196,
Europe (excl. EU-28),,1959,6.2908473,
Europe (excl. EU-28),,1960,6.4813952,
Europe (excl. EU-28),,1961,6.5936055,
Europe (excl. EU-28),,1962,6.8425636,
Europe (excl. EU-28),,1963,7.2707148,
Europe (excl. EU-28),,1964,7.648356,
Europe (excl. EU-28),,1965,8.033761,
Europe (excl. EU-28),,1966,8.411695,
Europe (excl. EU-28),,1967,8.712626,
Europe (excl. EU-28),,1968,8.91807,
Europe (excl. EU-28),,1969,9.22518,
Europe (excl. EU-28),,1970,9.715646,
Europe (excl. EU-28),,1971,10.239301,
Europe (excl. EU-28),,1972,10.674266,
Europe (excl. EU-28),,1973,11.090634,
Europe (excl. EU-28),,1974,11.376003,
Europe (excl. EU-28),,1975,11.861654,
Europe (excl. EU-28),,1976,12.241444,
Europe (excl. EU-28),,1977,12.552068,
Europe (excl. EU-28),,1978,12.916353,
Europe (excl. EU-28),,1979,12.971009,
Europe (excl. EU-28),,1980,13.349606,
Europe (excl. EU-28),,1981,13.0601225,
Europe (excl. EU-28),,1982,13.168106,
Europe (excl. EU-28),,1983,13.297713,
Europe (excl. EU-28),,1984,13.338677,
Europe (excl. EU-28),,1985,14.235796,
Europe (excl. EU-28),,1986,14.215137,
Europe (excl. EU-28),,1987,14.04331,
Europe (excl. EU-28),,1988,14.280851,
Europe (excl. EU-28),,1989,13.861728,
Europe (excl. EU-28),,1990,14.424374,
Europe (excl. EU-28),,1991,13.410182,
Europe (excl. EU-28),,1992,11.402759,
Europe (excl. EU-28),,1993,10.620535,
Europe (excl. EU-28),,1994,9.269119,
Europe (excl. EU-28),,1995,9.028222,
Europe (excl. EU-28),,1996,8.818076,
Europe (excl. EU-28),,1997,8.367918,
Europe (excl. EU-28),,1998,8.302708,
Europe (excl. EU-28),,1999,8.248845,
Europe (excl. EU-28),,2000,8.202952,
Europe (excl. EU-28),,2001,8.496535,
Europe (excl. EU-28),,2002,8.453036,
Europe (excl. EU-28),,2003,8.687656,
Europe (excl. EU-28),,2004,8.807841,
Europe (excl. EU-28),,2005,8.933764,
Europe (excl. EU-28),,2006,9.33492,
Europe (excl. EU-28),,2007,9.367633,
Europe (excl. EU-28),,2008,9.487271,
Europe (excl. EU-28),,2009,8.782986,
Europe (excl. EU-28),,2010,9.268788,
Europe (excl. EU-28),,2011,9.555444,
Europe (excl. EU-28),,2012,9.572147,
Europe (excl. EU-28),,2013,9.281493,
Europe (excl. EU-28),,2014,9.04461,
Europe (excl. EU-28),,2015,8.888763,
Europe (excl. EU-28),,2016,8.912571,
Europe (excl. EU-28),,2017,9.000401,
Europe (excl. EU-28),,2018,9.248195,
Europe (excl. EU-28),,2019,9.186173,
Europe (excl. EU-28),,2020,8.8059225,
Europe (excl. EU-28),,2021,9.059175,
Europe (excl. EU-28),,2022,8.8777485,
Europe (excl. EU-28),,2023,9.216151,
Europe (excl. EU-28),,2024,9.44698,
European Union (27),,1800,0.009496322,
European Union (27),,1801,0.007687109,
European Union (27),,1802,0.075323544,
European Union (27),,1803,0.0077432757,
European Union (27),,1804,0.028136875,
European Union (27),,1805,0.012384073,
European Union (27),,1806,0.011137889,
European Union (27),,1807,0.02456841,
European Union (27),,1808,0.010567293,
European Union (27),,1809,0.01053345,
European Union (27),,1810,0.027361546,
European Union (27),,1811,0.026461568,
European Union (27),,1812,0.026405927,
European Union (27),,1813,0.024308203,
European Union (27),,1814,0.025301173,
European Union (27),,1815,0.028637664,
European Union (27),,1816,0.039958455,
European Union (27),,1817,0.048438467,
European Union (27),,1818,0.048490986,
European Union (27),,1819,0.048217118,
European Union (27),,1820,0.051519662,
European Union (27),,1821,0.05368985,
European Union (27),,1822,0.05565921,
European Union (27),,1823,0.05998616,
European Union (27),,1824,0.057156302,
European Union (27),,1825,0.067487836,
European Union (27),,1826,0.066472225,
European Union (27),,1827,0.08102235,
European Union (27),,1828,0.08177985,
European Union (27),,1829,0.07329413,
European Union (27),,1830,0.123744555,
European Union (27),,1831,0.10568742,
European Union (27),,1832,0.10498963,
European Union (27),,1833,0.112357475,
European Union (27),,1834,0.122855805,
European Union (27),,1835,0.13000333,
European Union (27),,1836,0.14598058,
European Union (27),,1837,0.15728626,
European Union (27),,1838,0.1656946,
European Union (27),,1839,0.17134991,
European Union (27),,1840,0.19290182,
European Union (27),,1841,0.20625627,
European Union (27),,1842,0.22050618,
European Union (27),,1843,0.21190807,
European Union (27),,1844,0.2259962,
European Union (27),,1845,0.25558025,
European Union (27),,1846,0.28480136,
European Union (27),,1847,0.30806577,
European Union (27),,1848,0.27135873,
European Union (27),,1849,0.2783948,
European Union (27),,1850,0.3050663,
European Union (27),,1851,0.32050323,
European Union (27),,1852,0.35732245,
European Union (27),,1853,0.3931904,
European Union (27),,1854,0.45188573,
European Union (27),,1855,0.4954498,
European Union (27),,1856,0.5225753,
European Union (27),,1857,0.541157,
European Union (27),,1858,0.5667498,
European Union (27),,1859,0.5532162,
European Union (27),,1860,0.59540355,
European Union (27),,1861,0.65034634,
European Union (27),,1862,0.69940925,
European Union (27),,1863,0.72280693,
European Union (27),,1864,0.7767184,
European Union (27),,1865,0.8376266,
European Union (27),,1866,0.85492045,
European Union (27),,1867,0.9105518,
European Union (27),,1868,0.9488671,
European Union (27),,1869,0.9821874,
European Union (27),,1870,0.97921866,
European Union (27),,1871,1.038312,
European Union (27),,1872,1.1453873,
European Union (27),,1873,1.2173196,
European Union (27),,1874,1.0572635,
European Union (27),,1875,1.2148182,
European Union (27),,1876,1.259925,
European Union (27),,1877,1.2202638,
European Union (27),,1878,1.2514186,
European Union (27),,1879,1.3149325,
European Union (27),,1880,1.5098226,
European Union (27),,1881,1.5042567,
European Union (27),,1882,1.5779577,
European Union (27),,1883,1.6722544,
European Union (27),,1884,1.6759253,
European Union (27),,1885,1.6836156,
European Union (27),,1886,1.6785343,
European Union (27),,1887,1.7447927,
European Union (27),,1888,1.8626728,
European Union (27),,1889,1.9476749,
European Union (27),,1890,2.0478315,
European Union (27),,1891,2.1150117,
European Union (27),,1892,2.0663388,
European Union (27),,1893,2.0847774,
European Union (27),,1894,2.1727753,
European Union (27),,1895,2.2216556,
European Union (27),,1896,2.3340623,
European Union (27),,1897,2.449692,
European Union (27),,1898,2.5379922,
European Union (27),,1899,2.6517255,
European Union (27),,1900,2.798226,
European Union (27),,1901,2.7651474,
European Union (27),,1902,2.6905453,
European Union (27),,1903,2.8457594,
European Union (27),,1904,2.8744624,
European Union (27),,1905,2.9947,
European Union (27),,1906,3.030431,
European Union (27),,1907,3.4296792,
European Union (27),,1908,3.526162,
European Union (27),,1909,3.4763532,
European Union (27),,1910,3.5235214,
European Union (27),,1911,3.5840752,
European Union (27),,1912,3.8379085,
European Union (27),,1913,4.135032,
European Union (27),,1914,3.5407107,
European Union (27),,1915,3.2506604,
European Union (27),,1916,3.4199102,
European Union (27),,1917,3.3948305,
European Union (27),,1918,3.199358,
European Union (27),,1919,2.4852262,
European Union (27),,1920,3.1059773,
European Union (27),,1921,3.2074702,
European Union (27),,1922,3.2697523,
European Union (27),,1923,2.9064896,
European Union (27),,1924,3.4992697,
European Union (27),,1925,3.5081246,
European Union (27),,1926,3.3608878,
European Union (27),,1927,3.7449946,
European Union (27),,1928,3.7991714,
European Union (27),,1929,4.137792,
European Union (27),,1930,3.7321897,
European Union (27),,1931,3.3366165,
European Union (27),,1932,2.9287314,
European Union (27),,1933,3.0002012,
European Union (27),,1934,3.2129638,
European Union (27),,1935,3.342049,
European Union (27),,1936,3.4609838,
European Union (27),,1937,3.870665,
European Union (27),,1938,3.8856962,
European Union (27),,1939,3.9771771,
European Union (27),,1940,4.1191835,
European Union (27),,1941,4.045967,
European Union (27),,1942,4.0962567,
European Union (27),,1943,4.123694,
European Union (27),,1944,3.5284722,
European Union (27),,1945,1.5227145,
European Union (27),,1946,2.6232035,
European Union (27),,1947,3.0673523,
European Union (27),,1948,3.3840122,
European Union (27),,1949,3.7290325,
European Union (27),,1950,3.8933938,
European Union (27),,1951,4.3247156,
European Union (27),,1952,4.464727,
European Union (27),,1953,4.513178,
European Union (27),,1954,4.7610893,
European Union (27),,1955,5.1095166,
European Union (27),,1956,5.4294863,
European Union (27),,1957,5.5555997,
European Union (27),,1958,5.46126,
European Union (27),,1959,5.4984264,
European Union (27),,1960,5.9044213,
European Union (27),,1961,6.134945,
European Union (27),,1962,6.5135937,
European Union (27),,1963,6.8932056,
European Union (27),,1964,7.193085,
European Union (27),,1965,7.222789,
European Union (27),,1966,7.3847036,
European Union (27),,1967,7.4958315,
European Union (27),,1968,7.900546,
European Union (27),,1969,8.362939,
European Union (27),,1970,8.674684,
European Union (27),,1971,8.8630295,
European Union (27),,1972,9.131654,
European Union (27),,1973,9.51083,
European Union (27),,1974,9.403249,
European Union (27),,1975,9.171545,
European Union (27),,1976,9.819946,
European Union (27),,1977,9.676039,
European Union (27),,1978,9.953999,
European Union (27),,1979,10.177589,
European Union (27),,1980,10.0355215,
European Union (27),,1981,9.463987,
European Union (27),,1982,9.206064,
European Union (27),,1983,9.07531,
European Union (27),,1984,9.137551,
European Union (27),,1985,9.2522335,
European Union (27),,1986,9.186595,
European Union (27),,1987,9.241316,
European Union (27),,1988,9.109791,
European Union (27),,1989,9.166891,
European Union (27),,1990,9.214942,
European Union (27),,1991,9.0279,
European Union (27),,1992,8.697216,
European Union (27),,1993,8.507695,
European Union (27),,1994,8.442019,
European Union (27),,1995,8.537975,
European Union (27),,1996,8.730331,
European Union (27),,1997,8.56542,
European Union (27),,1998,8.542371,
European Union (27),,1999,8.408863,
European Union (27),,2000,8.4195175,
European Union (27),,2001,8.533096,
European Union (27),,2002,8.507728,
European Union (27),,2003,8.659767,
European Union (27),,2004,8.644058,
European Union (27),,2005,8.5947075,
European Union (27),,2006,8.6117735,
European Union (27),,2007,8.471199,
European Union (27),,2008,8.267794,
European Union (27),,2009,7.574651,
European Union (27),,2010,7.7718043,
European Union (27),,2011,7.5368204,
European Union (27),,2012,7.3724475,
European Union (27),,2013,7.1802287,
European Union (27),,2014,6.8602777,
European Union (27),,2015,6.971909,
European Union (27),,2016,6.9553504,
European Union (27),,2017,6.9968195,
European Union (27),,2018,6.8296947,
European Union (27),,2019,6.493405,
European Union (27),,2020,5.866867,
European Union (27),,2021,6.257386,
European Union (27),,2022,6.094108,
